SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
MAANALU,EQ,133,135.59,122.56,131.59,133.36,133.44,314072,40668730.96,13-Oct-2025,3727,INE215I01027
MACOBSTECH,SM,206.8,206.8,202.05,202.05,202.05,202,10400,2138200.00,13-Oct-2025,13,INE0R0J01010
MACPOWER,EQ,842,860.25,825,832,825,842.25,9397,7948119.05,13-Oct-2025,1117,INE155Z01011
MCL,BE,51.5,51.5,48.53,48.89,49.85,51.09,132149,6539420.24,13-Oct-2025,1008,INE813V01022
MADHAV,EQ,43.53,46.79,42.21,42.79,42.55,42.54,48775,2173747.34,13-Oct-2025,466,INE925C01016
MADHUCON,EQ,7.08,7.44,7.01,7.17,7.29,7.33,19014,136292.40,13-Oct-2025,134,INE378D01032
MADHUSUDAN,SM,142,142,140,140.05,140,138,10000,1402800.00,13-Oct-2025,8,INE0P6701019
MBAPL,EQ,446,454.7,425.8,431.25,433.85,439.65,248549,108617823.70,13-Oct-2025,12381,INE900L01010
MADRASFERT,EQ,83.38,83.38,82.5,82.78,82.65,83.3,72316,5986339.85,13-Oct-2025,1094,INE414A01015
MAGADSUGAR,EQ,580.1,588.05,570.1,573.05,579,585,3717,2141728.05,13-Oct-2025,408,INE347W01011
MCLOUD,EQ,74.85,74.99,71.54,72.08,72.2,75.73,3131963,228875399.55,13-Oct-2025,16055,INE613C01026
MAGNUM,EQ,24.55,24.78,23.71,23.94,23.74,24.41,48390,1174188.95,13-Oct-2025,425,INE387I01016
MAGSON,SM,108,108,108,108,108,112.4,1000,108000.00,13-Oct-2025,1,INE0O1S01012
MAHAPEXLTD,EQ,98.65,102,98.64,100.34,100.98,98.15,5857,590215.34,13-Oct-2025,275,INE843B01013
MFML,EQ,29.99,29.99,28,28.55,28.6,28.54,7884,226841.84,13-Oct-2025,122,INE0US801024
MHLXMIRU,EQ,216.25,223.95,216.25,219.05,219,219.36,1469,321651.38,13-Oct-2025,32,INE112D01035
MAHASTEEL,EQ,518.1,594.6,518.1,572.25,540.35,522.7,301378,169762046.10,13-Oct-2025,9707,INE451L01014
MGL,EQ,1301,1303.7,1277.9,1294.6,1300.8,1294.9,310392,400221821.60,13-Oct-2025,29626,INE002S01010
MTNL,EQ,42.7,42.93,42.35,42.47,42.44,42.95,991499,42249178.01,13-Oct-2025,5174,INE153A01019
MAHSCOOTER,EQ,17189,17525,17118,17338,17300,17174,5021,87163446.00,13-Oct-2025,2963,INE288A01013
MAHSEAMLES,EQ,584.5,587.8,579.3,582.3,585,584.1,195473,113775365.30,13-Oct-2025,13719,INE271B01025
MRIL,SM,50.5,52.05,49.25,52,52,52,30400,1560560.00,13-Oct-2025,16,INE632Q01018
MAHESHWARI,EQ,57.43,57.69,56,56.37,56.79,57.72,13769,779741.49,13-Oct-2025,178,INE263W01010
M&M,EQ,3432,3470,3432,3459.7,3457,3454.9,1090517,3768849508.80,13-Oct-2025,98582,INE101A01026
MAHEPC,EQ,147,148.85,143.62,144.67,144.79,145.87,36488,5300462.89,13-Oct-2025,1091,INE215D01010
MHRIL,EQ,343.5,345.45,337.1,339.3,339,344.05,44356,15134646.55,13-Oct-2025,3977,INE998I01010
MAHLIFE,EQ,380,385,371.35,374.75,371.35,369.8,838413,315908718.25,13-Oct-2025,25784,INE813A01018
MAHLOG,EQ,352.95,353.9,346.5,352.2,352,351.55,53190,18627772.15,13-Oct-2025,3107,INE766P01016
MAITHANALL,EQ,1121.5,1121.5,1104.5,1108.4,1111.6,1124.8,43873,48837594.00,13-Oct-2025,5295,INE683C01011
MAITREYA,SM,261.95,261.95,246.1,246.35,246.1,253.4,6400,1622620.00,13-Oct-2025,16,INE0PLQ01011
MALLCOM,EQ,1450,1474.8,1418.8,1452.6,1474,1435.8,9891,14303518.90,13-Oct-2025,1544,INE389C01015
MALUPAPER,EQ,38.45,38.49,38.1,38.15,38.1,38.45,8483,323767.47,13-Oct-2025,66,INE383H01017
MAMATA,EQ,442,443.75,434.6,436.95,437.6,446.35,176610,77381966.15,13-Oct-2025,6535,INE0TO701015
MANAKCOAT,EQ,144.86,167.89,141,161.66,159.2,145.58,25946761,4204293198.86,13-Oct-2025,155872,INE830Q01018
MANINDS,EQ,378.95,379.8,371.15,375.15,377,382.15,195619,73323871.30,13-Oct-2025,8622,INE993A01026
MANINFRA,EQ,148.35,148.35,146,147.22,148,148.44,137549,20190701.59,13-Oct-2025,3364,INE949H01023
MANAKALUCO,BE,29.65,29.9,28.16,29.12,29.1,29.65,22302,650487.51,13-Oct-2025,104,INE859Q01017
MANAKSIA,EQ,65.61,69.8,65.5,67.78,68.2,65.93,62929,4220265.90,13-Oct-2025,1056,INE015D01022
MANAKSTEEL,BE,58.55,59.9,58.55,59.5,59.8,59.29,4771,283111.55,13-Oct-2025,65,INE824Q01011
MANALIPETC,EQ,72.26,75.97,71.64,73.67,73.28,73.01,1965488,145106279.67,13-Oct-2025,15185,INE201A01024
MANAPPURAM,EQ,285.2,287.35,283.15,286.35,286.45,284.75,1573608,449532640.70,13-Oct-2025,18844,INE522D01027
MPEL,ST,123.1,123.1,123.1,123.1,123.1,129.55,19200,2363520.00,13-Oct-2025,8,INE0U4H01011
MANAV,SM,28.95,28.95,28.95,28.95,28.95,27.6,16000,463200.00,13-Oct-2025,4,INE104Y01012
MANBA,EQ,134.5,134.73,133,133.6,134.35,134.13,15565,2082278.79,13-Oct-2025,423,INE939X01013
MANDEEP,SM,24.9,25.5,24.8,25.45,25.45,26.05,8000,201300.00,13-Oct-2025,4,INE0R3T01013
MANGCHEFER,EQ,315.1,324.5,313.6,322.4,321,318.3,263628,84568910.70,13-Oct-2025,5479,INE558B01017
MANCREDIT,EQ,182.91,182.91,178,179.31,178.6,180.38,36852,6602709.88,13-Oct-2025,458,INE545L01039
MEIL,EQ,458,475,451.8,470.75,471.2,455.6,131859,61219481.60,13-Oct-2025,8009,INE0PKD01011
MAL,SM,52.15,52.15,48.35,48.9,48.35,50.35,14400,720960.00,13-Oct-2025,9,INE00C401011
MANGLMCEM,EQ,730.5,737.5,730.5,734.6,732.2,735.95,46952,34507876.40,13-Oct-2025,1753,INE347A01017
MANGALAM,EQ,70.04,70.17,69,69.27,69.1,69.7,4747,329808.24,13-Oct-2025,204,INE584F01014
MGEL,EQ,16.7,17.19,16.55,16.69,16.77,16.88,475777,8007188.71,13-Oct-2025,1455,INE0APB01032
MANORG,EQ,520.45,526.95,503,505.25,510,523.7,9066,4607494.80,13-Oct-2025,410,INE370D01013
MWL,EQ,238,238.5,233.51,235.25,233.7,237.77,17186,4077021.63,13-Oct-2025,314,INE0JYY01011
MIEL,ST,23,23,22.6,22.6,22.6,22.6,6000,136500.00,13-Oct-2025,3,INE0R3101011
MANKIND,BL,2440,2440,2440,2440,2440,2555.1,42245,103077800.00,13-Oct-2025,1,INE634S01028
MANKIND,EQ,2466.8,2480,2426,2442.5,2436.1,2459.9,209314,511176398.80,13-Oct-2025,14624,INE634S01028
MVGJL,EQ,185.75,187.7,184.81,186.21,185.86,187.47,66754,12437088.44,13-Oct-2025,1330,INE0KNT01012
MANOMAY,EQ,204.5,214,204.5,208.85,209,202.21,72092,15058926.12,13-Oct-2025,637,INE784W01015
MANORAMA,EQ,1500,1505,1462.2,1494.5,1490.6,1498.2,138103,204397724.00,13-Oct-2025,12026,INE00VM01036
MANUGRAPH,BE,21.76,22.5,21.76,22.4,22.4,22.77,4160,92251.40,13-Oct-2025,22,INE867A01022
MARALOVER,EQ,46.63,46.63,45,45.14,45.2,46,11363,515896.54,13-Oct-2025,251,INE882A01013
MARATHON,EQ,572.5,580,563.1,568.7,578.95,572.5,63181,35910204.05,13-Oct-2025,11895,INE182D01020
MARCO,SM,40.05,41.8,38.85,41.55,41.6,40.25,18000,730275.00,13-Oct-2025,11,INE0QP001012
MARICO,EQ,709.9,716.9,708.45,713.35,712.9,714.3,1598740,1138913911.10,13-Oct-2025,54287,INE196A01026
MARINE,EQ,212,213,200.2,203.66,202.06,210.77,343762,70383210.12,13-Oct-2025,7139,INE01JE01028
MARKSANS,EQ,180,180.68,177.1,177.91,177.24,181.58,1396909,249868141.97,13-Oct-2025,21055,INE750C01026
MARSHALL,BZ,4.75,4.75,4.75,4.75,4.75,5,21633,102756.75,13-Oct-2025,55,INE00SZ01018
MARUTI,EQ,16264,16432,16218,16323,16320,16265,337617,5514050574.00,13-Oct-2025,56986,INE585B01010
MDL,SM,91.5,91.5,91.5,91.5,91.5,87,2000,183000.00,13-Oct-2025,2,INE575Z01010
MASFIN,EQ,302.95,304,299.3,301.85,301.25,304.8,41115,12392151.40,13-Oct-2025,3653,INE348L01012
MASKINVEST,EQ,150.97,155.4,150.97,150.97,150.97,151.72,92,13897.21,13-Oct-2025,12,INE885F01015
MASON,SM,176.05,202.85,176.05,199.3,199.35,202,30000,5670950.00,13-Oct-2025,22,INE0SH001010
MASTEK,EQ,2140,2156.8,2124.7,2150.5,2153.3,2156.8,57095,122279435.70,13-Oct-2025,13689,INE759A01021
MASTER,SM,348,355,348,355,355,357.25,1500,525500.00,13-Oct-2025,3,INE0OJM01017
MASTERTR,EQ,148,148,140.1,142.83,140.51,147.13,1646121,236656631.00,13-Oct-2025,11023,INE677D01037
MATRIMONY,EQ,512.1,520.15,509,513.05,509.1,511.2,8488,4368291.95,13-Oct-2025,727,INE866R01028
MGSL,ST,101.55,109.3,101.55,107.15,107,106.9,19200,2035140.00,13-Oct-2025,16,INE132901013
MAWANASUG,EQ,88.8,90.99,88.8,89.09,88.9,90.22,41114,3685467.90,13-Oct-2025,663,INE636A01039
MAXESTATES,EQ,474.4,474.5,457.65,459.7,461,474.2,59730,27653182.20,13-Oct-2025,5241,INE03EI01018
MFSL,EQ,1581.9,1612.5,1581.7,1607.5,1608,1581.7,811956,1299166491.30,13-Oct-2025,39304,INE180A01020
MAXHEALTH,EQ,1154,1169.3,1140,1143.3,1143.9,1156.4,2376338,2727121287.00,13-Oct-2025,64570,INE027H01010
MAXIND,EQ,213.42,213.42,208.74,210.6,210.34,213.42,28042,5910017.53,13-Oct-2025,988,INE0CG601016
MAXPOSURE,SM,54.55,54.9,53.85,54.45,54,55.95,21000,1134800.00,13-Oct-2025,13,INE0ECC01022
MAXVOLT,SM,305,320.15,304.25,307.85,306.05,300.55,70400,21977800.00,13-Oct-2025,84,INE10A501018
MAYASHEEL,SM,60,61.5,59.6,59.6,59.6,60,24000,1443900.00,13-Oct-2025,8,INE0ZTO01018
MAYURUNIQ,EQ,491.5,499.6,487,491.25,492,491.5,61799,30597288.60,13-Oct-2025,4092,INE040D01038
MAZDOCK,EQ,2850,2858,2810,2829.2,2828.9,2870.1,555312,1570172086.10,13-Oct-2025,34956,INE249Z01020
MAZDA,EQ,291.15,291.15,280,281.65,283,291.2,25914,7338159.30,13-Oct-2025,1305,INE885E01042
MBLINFRA,EQ,43.84,43.84,42.3,42.65,42.98,42.98,77592,3318999.90,13-Oct-2025,614,INE912H01013
MCLEODRUSS,BE,50,54,49.12,50.26,50,51.71,2132315,108125580.77,13-Oct-2025,3325,INE942G01012
MCON,SM,58.6,58.6,54,54,54,55.85,21000,1155900.00,13-Oct-2025,20,INE0O4M01019
MEDIASSIST,EQ,527.05,557.9,527.05,545.85,544.5,526.65,438644,240380864.75,13-Oct-2025,25221,INE456Z01021
MEDICAMEQ,EQ,305.3,311,303.05,307.3,306.8,309.95,26327,8099844.90,13-Oct-2025,644,INE646B01010
MEDIORG,SM,34.05,34.95,34.05,34.95,34.95,35.85,10000,344500.00,13-Oct-2025,5,INE0PE401018
MEDICO,BE,49.5,50.22,48.5,48.96,48.8,50.44,59802,2936679.43,13-Oct-2025,314,INE630Y01024
MEDISTEP,SM,29.7,30.75,29.15,29.8,30,29.7,27000,799050.00,13-Oct-2025,9,INE0UOY01019
MEDPLUS,EQ,770.1,792.25,763.35,778.05,775,784.2,67219,52201207.10,13-Oct-2025,14043,INE804L01022
MEGAFLEX,SM,52.5,52.5,52.35,52.35,52.35,55,9000,471750.00,13-Oct-2025,3,INE0G1D01014
MEGASOFT,EQ,159.99,160,153,153.65,153.01,158.08,92343,14262447.53,13-Oct-2025,1217,INE933B01012
MEGASTAR,EQ,225.78,230,221,228.39,226.57,222.67,8082,1824429.85,13-Oct-2025,552,INE00EM01016
MEGATHERM,SM,272,273.95,266.15,272.65,271.35,275.5,17600,4735940.00,13-Oct-2025,40,INE531R01010
MOL,EQ,81.41,81.6,80.1,80.48,80.55,81.01,291922,23550572.21,13-Oct-2025,5921,INE0CT101020
MENONBE,EQ,122.35,123.38,120.6,121.17,121,122.35,25184,3074739.19,13-Oct-2025,619,INE071D01033
MEP,BZ,2.12,2.12,2.12,2.12,2.12,2.08,18951,40176.12,13-Oct-2025,14,INE776I01010
METROBRAND,EQ,1221,1224.7,1206.8,1219.5,1222,1220.3,16236,19787103.20,13-Oct-2025,2864,INE317I01021
METROPOLIS,EQ,1982.1,1985.1,1951,1975.1,1975,1995,66091,130183789.10,13-Oct-2025,7575,INE112L01020
MICEL,EQ,57.45,57.64,56.2,56.65,56.6,57.76,2368919,134402445.28,13-Oct-2025,10673,INE287C01037
MINDACORP,EQ,587.1,587.1,555.55,569.65,569.65,588.95,1057728,600308821.25,13-Oct-2025,36332,INE842C01021
MINDSPACE,RR,461,461,452.81,457.5,457.7,458.81,118519,54166921.44,13-Oct-2025,4912,INE0CCU25019
MINDTECK,EQ,274.38,282,263.66,266.81,267,276.83,96964,26269560.11,13-Oct-2025,2936,INE110B01017
ALPHAETF,EQ,24.57,25.44,24.57,25.36,25.36,25.2,2120348,53660100.76,13-Oct-2025,1178,INF769K01KU7
BANKETF,EQ,573,576.46,572.26,575.3,575.3,574.68,1599,917252.07,13-Oct-2025,96,INF769K01KR3
BANKPSU,EQ,77.01,77.76,76.58,77.54,77.52,77.37,11422,884541.33,13-Oct-2025,94,INF769K01LZ4
CONSUMER,EQ,12.16,12.21,12.12,12.16,12.17,12.2,270960,3299346.63,13-Oct-2025,462,INF769K01NS5
EQUAL200,EQ,13.2,13.22,13.14,13.21,13.18,13.23,81434,1076268.11,13-Oct-2025,80,INF769K01OA1
EQUAL50,EQ,324.2,325.06,324,324.97,325.05,325.74,204,66152.13,13-Oct-2025,13,INF769K01OO2
EVINDIA,EQ,31.08,31.09,30.81,30.94,31,31.08,272386,8422337.56,13-Oct-2025,2360,INF769K01LQ3
INTERNET,EQ,14.8,14.8,14.69,14.76,14.76,14.73,172479,2541672.86,13-Oct-2025,151,INF769K01PB6
ITETF,EQ,36.84,36.93,36.45,36.69,36.68,36.94,233949,8570699.19,13-Oct-2025,889,INF769K01KV5
LIQUID,EQ,999.99,1000,999.99,999.99,1000,999.99,270083,270081328.21,13-Oct-2025,199,INF769K01KS1
LIQUIDPLUS,EQ,1054.63,1054.65,1054.63,1054.63,1054.65,1054.49,62293,65696115.30,13-Oct-2025,71,INF769K01MY5
ESG,EQ,42.01,43.03,42.01,42.9,42.88,42.99,8582,368128.12,13-Oct-2025,125,INF769K01GS9
MAFANG,EQ,172.41,172.41,166.51,172.4,172.41,171.9,1298302,221931224.20,13-Oct-2025,20640,INF769K01HF4
BFSI,EQ,27.97,27.98,27.55,27.79,27.8,27.74,334662,9273367.67,13-Oct-2025,865,INF769K01HI8
GOLDETF,EQ,120.89,120.89,119.12,120.31,120.57,118.22,6173649,742211904.37,13-Oct-2025,7253,INF769K01JP9
GSEC10YEAR,EQ,29.39,29.41,29.21,29.21,29.21,29.3,114358,3359400.00,13-Oct-2025,39,INF769K01KF8
MAHKTECH,EQ,29.68,29.68,28.51,29.68,29.68,29.88,2250272,66646328.63,13-Oct-2025,8191,INF769K01HS7
MIDCAPETF,EQ,21.55,22.16,21.55,22.14,22.16,22.11,2104834,46453813.34,13-Oct-2025,5438,INF769K01IC9
MAKEINDIA,EQ,152.45,152.58,151.41,152.28,152.47,152.76,34056,5176619.30,13-Oct-2025,391,INF769K01IB1
NIFTYETF,EQ,272.5,272.52,270.93,272.21,271.6,272.79,93884,25508091.08,13-Oct-2025,1158,INF769K01EG9
LOWVOL,EQ,208.07,208.54,207.76,207.87,208.54,208.35,7772,1616084.02,13-Oct-2025,16,INF769K01JU9
NEXT50,EQ,702.68,703.02,698.25,702.67,703,703.84,8203,5751949.15,13-Oct-2025,563,INF769K01FN2
SILVERAG,EQ,160.08,165.3,157.9,164.58,164.96,155.41,877562,142482222.81,13-Oct-2025,6161,INF769K01KG6
MASPTOP50,EQ,69.55,69.55,68.02,68.8,69.11,69.51,590678,40840798.11,13-Oct-2025,6389,INF769K01HP3
METAL,EQ,10.38,10.6,10.01,10.26,10.29,10.31,1829945,18755216.45,13-Oct-2025,2801,INF769K01LY7
MIDSMALL,EQ,48.41,48.64,48.14,48.61,48.64,48.56,235893,11417585.87,13-Oct-2025,902,INF769K01LJ8
MULTICAP,EQ,16.06,16.42,16.06,16.31,16.31,16.34,104965,1708594.95,13-Oct-2025,552,INF769K01LX9
SELECTIPO,EQ,49.2,49.27,48.88,49.09,49.16,49.29,11300,553981.32,13-Oct-2025,160,INF769K01ON4
SENSEXETF,EQ,84.11,84.31,83.96,84.11,84.13,84.38,15666,1317505.42,13-Oct-2025,220,INF769K01KT9
SMALLCAP,EQ,45.6,45.66,45.3,45.56,45.6,45.67,1088923,49505019.43,13-Oct-2025,3418,INF769K01LC3
MIRCELECTR,BE,25.05,25.61,25.01,25.1,25.05,25.77,366725,9272007.44,13-Oct-2025,665,INE831A01028
MIRZAINT,EQ,39.75,39.75,38.26,39.4,39.67,39.8,306171,11947278.73,13-Oct-2025,2350,INE771A01026
MIDHANI,EQ,386,387.25,376.7,378.95,379,388.6,327776,124559084.80,13-Oct-2025,10325,INE099Z01011
MITCON,EQ,68,68,66,66.7,66.3,66.77,4324,289458.26,13-Oct-2025,159,INE828O01033
MITTAL,EQ,1.53,1.54,1.51,1.53,1.54,1.52,855456,1306436.81,13-Oct-2025,440,INE997Y01027
MMFL,EQ,312,312,301.95,303.9,303.6,312.1,33534,10200602.25,13-Oct-2025,3119,INE227C01017
MMP,EQ,275,279.9,268.35,270.3,271.95,278.05,16978,4598737.70,13-Oct-2025,443,INE511Y01018
MMTC,EQ,69.89,70.19,68.71,69.18,69.05,70.55,1623214,112599725.11,13-Oct-2025,12315,INE123F01029
MODTHREAD,EQ,45,48.57,45,47.26,47.25,46.26,2790,130986.08,13-Oct-2025,57,INE794W01014
MODIRUBBER,EQ,130.8,132.99,125.6,127.2,126.8,132.81,27073,3505823.43,13-Oct-2025,1050,INE832A01018
MODISONLTD,EQ,161.5,162,159,159.39,160,162.74,17790,2852894.54,13-Oct-2025,443,INE737D01021
MOHITIND,BE,32.85,33.85,31.66,33.31,33.35,32.83,7819,259176.39,13-Oct-2025,59,INE954E01012
MOIL,EQ,383,384.1,375.9,378,377.9,387.05,596261,226129497.35,13-Oct-2025,14367,INE490G01020
MOKSH,EQ,15.14,15.15,14.65,14.74,14.73,15.14,176789,2623256.18,13-Oct-2025,412,INE514Y01020
MOLDTKPAC,EQ,746.15,747.95,735.05,741.6,737.5,746.15,38496,28546522.75,13-Oct-2025,5136,INE893J01029
MOLDTECH,EQ,209.05,213.49,204.64,208.75,207.1,208.76,142052,29664775.46,13-Oct-2025,3758,INE835B01035
MONARCH,EQ,312.5,315,310,312.85,312.75,313.45,73567,22987428.20,13-Oct-2025,2767,INE903D01011
MONOLITH,SM,467,486,459,475.25,486,458.7,26000,12162400.00,13-Oct-2025,17,INE1DV401010
MONTECARLO,EQ,668.8,679.8,656.25,669.3,667.05,665.3,83423,55616071.00,13-Oct-2025,9202,INE950M01013
MORARJEE,BZ,9.3,9.63,8.85,8.85,8.85,9.3,22704,206423.33,13-Oct-2025,44,INE161G01027
MOREPENLAB,EQ,49.16,49.45,48.57,48.95,48.9,49.85,1530972,74825103.67,13-Oct-2025,15576,INE083A01026
MOS,SM,49.2,49.95,48,49.7,49.4,50.1,308000,15093800.00,13-Oct-2025,126,INE0N7S01028
MOSCHIP,EQ,266,266,258.96,261.1,261.76,269.41,3540128,926646592.55,13-Oct-2025,37891,INE935B01025
MSUMI,EQ,44,45.17,43.95,45.04,45.12,44.46,3562805,159605163.38,13-Oct-2025,22069,INE0FS801015
MOM100,EQ,63.58,63.58,62.1,63.07,63.01,63.08,419861,26405518.19,13-Oct-2025,3111,INF247L01023
MON100,EQ,239,239.05,227,233.7,234.9,238.93,3007782,697653778.77,13-Oct-2025,48874,INF247L01AP3
MOTILALOFS,EQ,967,1010,962.1,1003.95,1003.75,967.3,3415903,3409937247.50,13-Oct-2025,113360,INE338I01027
MOM50,EQ,264.48,265,260.55,261.44,262,262.56,8095,2117551.97,13-Oct-2025,187,INF247L01536
MOGSEC,EQ,62.82,62.99,62.32,62.88,62.96,62.76,4693,294241.74,13-Oct-2025,62,INF247L01AK4
MOALPHA50,EQ,50.83,50.94,50.52,50.84,50.84,50.82,2873,145829.57,13-Oct-2025,31,INF247L01FR8
MOCAPITAL,EQ,44.73,46.18,44.52,45.76,45.99,44.74,993144,44967552.27,13-Oct-2025,2743,INF247L01EV3
MODEFENCE,EQ,91.17,91.17,87.4,87.96,87.99,88.94,3078654,270178281.10,13-Oct-2025,10903,INF247L01DJ0
MOGOLD,EQ,120,124.5,120,123.1,123.1,119,2611667,321577425.60,13-Oct-2025,1608,INF247L01FY4
MOHEALTH,EQ,45.5,45.5,44.81,45.24,45.1,45.17,43870,1983259.54,13-Oct-2025,570,INF247L01BB1
MOINFRA,EQ,61.55,61.55,60.44,61.22,61.32,61.25,4479,273433.18,13-Oct-2025,53,INF247L01FL1
MOLOWVOL,EQ,37.01,37.95,37.01,37.8,37.85,37.96,3772,142564.76,13-Oct-2025,70,INF247L01BL0
MOMENTUM50,EQ,52.62,52.9,52.27,52.72,52.65,52.62,541769,28449929.16,13-Oct-2025,2164,INF247L01DK8
MOMGF,EQ,150.01,150.01,148.73,149.05,149.01,149.77,1409,209853.66,13-Oct-2025,38,INF247L01FK3
MOMIDMTM,EQ,63.07,63.08,61.95,62.4,62.9,62.46,51628,3222718.59,13-Oct-2025,258,INF247L01FQ0
MOMOMENTUM,EQ,63.49,63.49,62.82,63.22,63.19,63.21,99953,6309838.26,13-Oct-2025,626,INF247L01BK2
MON50EQUAL,EQ,32.58,32.58,32.33,32.52,32.52,32.58,5911,192111.66,13-Oct-2025,39,INF247L01FC0
MONEXT50,EQ,68,68.11,67.61,67.91,68.09,68.37,2571,174478.55,13-Oct-2025,58,INF247L01FD8
MONIFTY500,EQ,23.1,23.9,23.1,23.71,23.75,23.7,166938,3951016.36,13-Oct-2025,1255,INF247L01BU1
MONQ50,EQ,102.98,102.98,97.5,100.87,101,103.2,572416,57328987.12,13-Oct-2025,6726,INF247L01AU3
MOPSE,EQ,99,99.31,97.16,99.31,99.31,100,4124,404342.92,13-Oct-2025,34,INF247L01FO5
MOQUALITY,EQ,194.9,194.9,193.49,193.81,193.81,194.97,614,119304.40,13-Oct-2025,24,INF247L01BH8
MOREALTY,EQ,90.28,90.28,88.5,89.86,89.78,89.84,266542,23881380.68,13-Oct-2025,1437,INF247L01CI4
MOSILVER,EQ,164,188.32,162.46,177.48,175.99,159.35,487440,85182687.78,13-Oct-2025,4617,INF247L01FZ1
MOSMALL250,EQ,17.22,17.26,17.02,17.14,17.15,17.17,1431186,24482251.48,13-Oct-2025,3375,INF247L01CH6
MOTOUR,EQ,88.18,89.2,87.66,88.21,88.27,88.87,12104,1067554.61,13-Oct-2025,185,INF247L01FP2
MOVALUE,EQ,105.14,108.37,105.14,107.78,107.84,107.84,69108,7425889.55,13-Oct-2025,732,INF247L01BE5
MOTISONS,EQ,17.81,17.81,17.62,17.72,17.8,17.81,849047,15049370.15,13-Oct-2025,3518,INE0FRK01020
MOTOGENFIN,EQ,26.84,26.84,26.25,26.52,26.63,26.55,6917,183211.97,13-Oct-2025,56,INE861B01023
MOXSH,SM,40,40,40,40,40,38.1,19200,768000.00,13-Oct-2025,6,INE0N6D01014
MPHASIS,EQ,2770,2775,2733,2750.2,2749,2783.2,290341,798601881.20,13-Oct-2025,28544,INE356A01018
MPSLTD,EQ,2218.3,2230.9,2171,2206.2,2195,2218.3,8698,19218032.40,13-Oct-2025,2507,INE943D01017
MRF,EQ,154600,157200,154600,156885,156600,155395,4616,721405825.00,13-Oct-2025,3364,INE883A01011
MRPL,EQ,143.85,143.85,141.5,142.65,142.7,143.85,1228465,175156059.58,13-Oct-2025,13220,INE103A01014
BECTORFOOD,EQ,1276,1276.5,1252.4,1267.7,1275,1276.5,58088,73341498.40,13-Oct-2025,10569,INE495P01012
MSPL,EQ,37.18,37.18,36.5,36.53,36.51,37.18,389008,14242896.05,13-Oct-2025,972,INE752G01015
MSTCLTD,EQ,540,542.45,528.15,529.75,530,543.35,217073,115672537.25,13-Oct-2025,10705,INE255X01014
MTEDUCARE,BE,2.21,2.32,2.12,2.15,2.28,2.21,9116,20156.80,13-Oct-2025,26,INE472M01018
MTARTECH,EQ,1902.4,1928,1866.2,1889,1890,1880.7,122680,232555866.90,13-Oct-2025,14544,INE864I01014
MUFIN,EQ,88.89,90.95,88.12,89.46,90,88.02,383965,34337464.63,13-Oct-2025,2296,INE08KJ01020
MUKANDLTD,EQ,132.84,132.84,128.06,129.69,130,132.17,164922,21438440.76,13-Oct-2025,3154,INE304A01026
MUKKA,EQ,26.5,26.61,26.31,26.4,26.61,26.61,156668,4146424.43,13-Oct-2025,1212,INE0CG401037
MUKTAARTS,EQ,69,69,66,66.62,66.05,68.21,6310,422277.99,13-Oct-2025,131,INE374B01019
MCX,EQ,8700,8988,8700,8937.5,8955,8688.5,1147752,10214003317.00,13-Oct-2025,104852,INE745G01035
MUNISH,ST,119,127.55,115.45,125.95,126.9,121.5,748800,92919060.00,13-Oct-2025,381,INE1K8Y01018
MUNJALAU,EQ,98.5,98.88,95.16,95.89,96.26,98.49,382809,36979554.60,13-Oct-2025,5216,INE672B01032
MUNJALSHOW,EQ,138.55,138.55,119,123.97,123.2,138.55,1306153,162306521.44,13-Oct-2025,11468,INE577A01027
MURUDCERA,EQ,42.6,42.79,41.9,42.29,42.38,41.92,20576,869845.89,13-Oct-2025,514,INE692B01014
RADIOCITY,EQ,8.4,8.46,8.19,8.32,8.26,8.36,78202,649900.31,13-Oct-2025,443,INE919I01024
RADIOCITY,P1,115.3,115.35,115.3,115.35,115.3,115.25,2645,305088.00,13-Oct-2025,9,INE919I04010
MUTHOOTCAP,EQ,276,276,270.35,273.65,274,274.6,28651,7869967.35,13-Oct-2025,483,INE296G01013
MUTHOOTFIN,EQ,3145.9,3219.7,3132.8,3214,3216,3156.9,327232,1044639073.90,13-Oct-2025,35197,INE414G01012
MUTHOOTMF,EQ,168.06,183.8,162.01,168.45,168.79,168.06,1469319,255623072.51,13-Oct-2025,27165,INE046W01019
MYMUDRA,ST,91,96.7,91,95.4,94.1,94.85,4800,449760.00,13-Oct-2025,4,INE0RVQ01016
NRAIL,EQ,435.6,444.1,430.3,433.4,435.1,445.5,20373,8879904.45,13-Oct-2025,1127,INE740D01017
NRVANDANA,SM,54.95,55,50.95,53.1,51,54.95,438000,23497800.00,13-Oct-2025,113,INE104101014
NBIFIN,EQ,2658,2658.1,2522.1,2552.4,2559.9,2566.8,136,349305.60,13-Oct-2025,45,INE365I01020
NACLIND,BE,211,214,205.5,212.11,209.06,216.13,147654,30883438.96,13-Oct-2025,2166,INE295D01020
NDGL,EQ,3801,3909,3750,3780.3,3770,3831.2,286,1091051.60,13-Oct-2025,62,INE756C01015
NAGAFERT,EQ,5.12,5.12,4.93,4.98,5,5.03,415545,2074094.55,13-Oct-2025,1158,INE454M01024
